Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,210.37648010253906,193.25,183.17886352539062,446.1458740234375,210.6199951171875,193.25,183.4199981689453,446.95001220703125,216.07000732421875,198.85000610351562,186.5800018310547,455.3800048828125,210.3000030517578,192.5,183.3249969482422,446.4100036621094,215.77000427246094,197.72999572753906,185.72000122070312,453.07000732421875,82542700,76930200,23032400,28362300
2024-07-01,216.49940490722656,197.1999969482422,184.24746704101562,455.90826416015625,216.75,197.1999969482422,184.49000549316406,456.7300109863281,217.50999450683594,198.3000030517578,185.33999633789062,457.3699951171875,211.9199981689453,192.82000732421875,182.72999572753906,445.6600036621094,212.08999633789062,193.49000549316406,184.47999572753906,448.6600036621094,60402900,41192000,11815900,17662800
2024-07-02,220.0153350830078,200.0,186.3646697998047,458.45367431640625,220.27000427246094,200.0,186.61000061035156,459.2799987792969,220.3800048828125,200.42999267578125,186.9499969482422,459.5899963378906,215.10000610351562,195.92999267578125,183.05999755859375,453.1099853515625,216.14999389648438,197.27999877929688,183.47000122070312,453.20001220703125,58046200,45600000,12555500,13979800
2024-07-03,221.29385375976562,197.58999633789062,187.14364624023438,459.94097900390625,221.5500030517578,197.58999633789062,187.38999938964844,460.7699890136719,221.5500030517578,200.02999877929688,187.6199951171875,461.0199890136719,219.02999877929688,196.75999450683594,185.38499450683594,457.8800048828125,220.0,199.94000244140625,186.3000030517578,458.19000244140625,37369800,31597900,7409100,9932800
2024-07-05,226.07830810546875,200.0,191.7076416015625,466.7187805175781,226.33999633789062,200.0,191.9600067138672,467.55999755859375,226.4499969482422,200.5500030517578,192.25999450683594,468.3500061035156,221.64999389648438,198.1699981689453,187.32000732421875,458.9700012207031,221.64999389648438,198.64999389648438,187.32000732421875,459.6099853515625,60412400,39858900,14303400,16000300
2024-07-08,227.55661010742188,199.2899932861328,190.22958374023438,465.4011535644531,227.82000732421875,199.2899932861328,190.47999572753906,466.239990234375,227.85000610351562,201.1999969482422,191.6790008544922,467.70001220703125,223.25,197.9600067138672,189.32000732421875,464.4599914550781,227.08999633789062,200.0399932861328,191.36500549316406,466.54998779296875,59085900,34767300,12097600,12962300
2024-07-09,228.4156036376953,199.33999633789062,190.18963623046875,458.7132263183594,228.67999267578125,199.33999633789062,190.44000244140625,459.5400085449219,229.39999389648438,200.57000732421875,192.86000061035156,467.3299865722656,226.3699951171875,199.0500030517578,190.22999572753906,458.0,227.92999267578125,199.39999389648438,191.75,467.0,48076100,32700100,10198500,17207200
2024-07-10,232.71063232421875,199.7899932861328,192.40672302246094,465.4111328125,232.97999572753906,199.7899932861328,192.66000366210938,466.25,233.0800018310547,200.11000061035156,193.30999755859375,466.4599914550781,229.25,197.69000244140625,190.6199951171875,458.8599853515625,229.3000030517578,200.0,190.75,461.2200012207031,62627700,32883800,12052900,18196100
2024-07-11,227.30690002441406,195.0500030517578,187.05377197265625,453.8819274902344,227.57000732421875,195.0500030517578,187.3000030517578,454.70001220703125,232.38999938964844,200.27000427246094,192.41000366210938,464.7799987792969,225.77000427246094,192.86000061035156,186.82000732421875,451.54998779296875,231.38999938964844,200.08999633789062,191.33999633789062,462.9800109863281,64710600,44565000,16452000,23111200
2024-07-12,230.27345275878906,194.49000549316406,186.53445434570312,452.7339782714844,230.5399932861328,194.49000549316406,186.77999877929688,453.54998779296875,232.63999938964844,196.47000122070312,188.69000244140625,456.3599853515625,228.67999267578125,193.8300018310547,186.13999938964844,450.6499938964844,228.9199981689453,194.8000030517578,186.9199981689453,454.3299865722656,53046500,30598500,14449100,16324300
2024-07-15,234.12899780273438,192.72000122070312,187.94259643554688,453.14324951171875,234.39999389648438,192.72000122070312,188.19000244140625,453.9599914550781,237.22999572753906,196.19000244140625,189.89999389648438,457.260009765625,233.08999633789062,190.8300018310547,186.49000549316406,451.42999267578125,236.47999572753906,194.55999755859375,186.49000549316406,453.29998779296875,62631300,40683200,12186000,14429400
2024-07-16,234.54852294921875,193.02000427246094,185.25613403320312,448.71124267578125,234.82000732421875,193.02000427246094,185.5,449.5199890136719,236.27000427246094,196.6199951171875,190.33999633789062,454.29998779296875,232.3300018310547,192.24000549316406,185.1199951171875,446.6600036621094,235.0,195.58999633789062,188.9600067138672,454.2200012207031,43234300,33994700,12760100,17175700
2024-07-17,228.61538696289062,187.92999267578125,182.37991333007812,442.7220153808594,228.8800048828125,187.92999267578125,182.6199951171875,443.5199890136719,231.4600067138672,191.5800018310547,185.22999572753906,444.8500061035156,226.63999938964844,185.99000549316406,181.6199951171875,439.17999267578125,229.4499969482422,191.35000610351562,184.67999267578125,442.5899963378906,57345900,48076100,17376600,21778000
2024-07-18,223.92080688476562,183.75,178.98439025878906,439.57769775390625,224.17999267578125,183.75,179.22000122070312,440.3699951171875,230.44000244140625,189.67999267578125,184.0500030517578,444.6499938964844,222.27000427246094,181.4499969482422,178.2100067138672,434.3999938964844,230.27999877929688,189.58999633789062,183.5399932861328,444.3399963378906,66034600,51043600,17877200,20794800
2024-07-19,224.0506591796875,183.1300048828125,179.15415954589844,436.32354736328125,224.30999755859375,183.1300048828125,179.38999938964844,437.1099853515625,226.8000030517578,184.92999267578125,181.97000122070312,441.1400146484375,223.27999877929688,180.11000061035156,178.86000061035156,432.0,224.82000732421875,181.13999938964844,180.3699951171875,433.1000061035156,49151500,43081800,14485900,20940400
2024-07-22,223.70108032226562,182.5500030517578,183.1089630126953,442.14306640625,223.9600067138672,182.5500030517578,183.35000610351562,442.94000244140625,227.77999877929688,185.05999755859375,184.3000030517578,444.6000061035156,223.08999633789062,182.47999572753906,181.89999389648438,438.9100036621094,227.00999450683594,185.0,182.35000610351562,441.7900085449219,48201800,39931900,16303900,15808800
