Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,184.93821716308594,149.92999267578125,139.21810913085938,368.8540954589844,185.63999938964844,149.92999267578125,139.55999755859375,370.8699951171875,188.44000244140625,152.3800048828125,140.61500549316406,375.8999938964844,183.88999938964844,148.38999938964844,137.74000549316406,366.7699890136719,187.14999389648438,151.5399932861328,139.60000610351562,373.8599853515625,82488700,47339400,20071900,25258600
2024-01-03,183.553466796875,148.47000122070312,140.01614379882812,368.5855712890625,184.25,148.47000122070312,140.36000061035156,370.6000061035156,185.8800048828125,151.0500030517578,141.08999633789062,373.260009765625,183.42999267578125,148.3300018310547,138.42999267578125,368.510009765625,184.22000122070312,149.1999969482422,138.60000610351562,369.010009765625,58414500,49425500,18974300,23083500
2024-01-04,181.2223358154297,144.57000732421875,137.7018280029297,365.94000244140625,181.91000366210938,144.57000732421875,138.0399932861328,367.94000244140625,183.08999633789062,147.3800048828125,140.63499450683594,373.1000061035156,180.8800048828125,144.0500030517578,138.00999450683594,367.1700134277344,182.14999389648438,145.58999633789062,139.85000610351562,370.6700134277344,71983600,56039800,18253300,20901500
2024-01-05,180.4950714111328,145.24000549316406,137.0534210205078,365.7510681152344,181.17999267578125,145.24000549316406,137.38999938964844,367.75,182.75999450683594,146.58999633789062,138.80999755859375,372.05999755859375,180.1699981689453,144.52999877929688,136.85000610351562,366.5,181.99000549316406,144.69000244140625,138.3520050048828,368.9700012207031,62303300,45124800,15433200,20987000
2024-01-08,184.8585205078125,149.10000610351562,140.1857147216797,372.6533508300781,185.55999755859375,149.10000610351562,140.52999877929688,374.69000244140625,185.60000610351562,149.39999389648438,140.63999938964844,375.20001220703125,181.5,146.14999389648438,137.8800048828125,369.010009765625,182.08999633789062,146.74000549316406,138.0,369.29998779296875,59144500,46757100,17645300,23134000
2024-01-09,184.4401092529297,151.3699951171875,142.21075439453125,373.74737548828125,185.13999938964844,151.3699951171875,142.55999755859375,375.7900085449219,185.14999389648438,151.7100067138672,142.8000030517578,375.989990234375,182.72999572753906,148.2100067138672,139.7899932861328,371.19000244140625,183.9199981689453,148.3300018310547,140.05999755859375,372.010009765625,42841800,43812600,19579700,20830000
2024-01-10,185.48614501953125,153.72999572753906,143.44772338867188,380.68939208984375,186.19000244140625,153.72999572753906,143.8000030517578,382.7699890136719,186.39999389648438,154.4199981689453,144.52499389648438,384.1700134277344,183.9199981689453,151.8800048828125,142.4600067138672,376.32000732421875,184.35000610351562,152.05999755859375,142.52000427246094,376.3699951171875,46792900,44421800,16641900,25514200
2024-01-11,184.88841247558594,155.17999267578125,143.3180389404297,382.539306640625,185.58999633789062,155.17999267578125,143.6699981689453,384.6300048828125,187.0500030517578,157.1699981689453,146.66000366210938,390.67999267578125,183.6199951171875,153.1199951171875,142.21499633789062,380.3800048828125,186.5399932861328,155.0399932861328,144.89500427246094,386.0,49128400,49072700,17471100,27850800
2024-01-12,185.2171630859375,154.6199951171875,143.8866424560547,386.3584289550781,185.9199981689453,154.6199951171875,144.24000549316406,388.4700012207031,186.74000549316406,156.1999969482422,144.74000549316406,388.67999267578125,185.19000244140625,154.00999450683594,143.36000061035156,384.6499938964844,186.05999755859375,155.38999938964844,144.33999633789062,385.489990234375,40444700,40460300,13995200,21645700
2024-01-16,182.93582153320312,153.16000366210938,143.72703552246094,388.14862060546875,183.6300048828125,153.16000366210938,144.0800018310547,390.2699890136719,184.25999450683594,154.99000549316406,145.83999633789062,394.0299987792969,180.92999267578125,152.14999389648438,143.05599975585938,387.6199951171875,182.16000366210938,153.52999877929688,143.42999267578125,393.6600036621094,65603000,41384600,19198900,27202300
2024-01-17,181.98939514160156,151.7100067138672,142.53994750976562,387.35296630859375,182.67999267578125,151.7100067138672,142.88999938964844,389.4700012207031,182.92999267578125,152.14999389648438,143.41000366210938,390.1099853515625,180.3000030517578,149.91000366210938,140.50999450683594,384.80999755859375,181.27000427246094,151.49000549316406,142.91000366210938,387.9800109863281,47317400,34953400,17884500,22234100
2024-01-18,187.91693115234375,153.5,144.6348114013672,391.72906494140625,188.6300048828125,153.5,144.99000549316406,393.8699951171875,189.13999938964844,153.77999877929688,145.5850067138672,393.989990234375,185.8300018310547,151.82000732421875,143.35000610351562,390.1199951171875,186.08999633789062,152.77000427246094,143.44000244140625,391.7200012207031,78005800,37850200,18876800,23392100
2024-01-19,190.83584594726562,155.33999633789062,147.6074981689453,396.5030212402344,191.55999755859375,155.33999633789062,147.97000122070312,398.6700134277344,191.9499969482422,155.75999450683594,148.0399932861328,398.6700134277344,188.82000732421875,152.74000549316406,145.8000030517578,393.5,189.3300018310547,153.8300018310547,146.30499267578125,395.760009765625,68741000,51033700,27170900,29272000
2024-01-22,193.1570281982422,154.77999877929688,147.34814453125,394.354736328125,193.88999938964844,154.77999877929688,147.7100067138672,396.510009765625,195.3300018310547,157.0500030517578,150.01499938964844,400.6199951171875,192.25999450683594,153.89999389648438,147.5800018310547,393.5899963378906,192.3000030517578,156.88999938964844,148.7100067138672,400.0199890136719,60133900,43687500,21829200,27016900
2024-01-23,194.44215393066406,156.02000427246094,148.3157501220703,396.7317199707031,195.17999267578125,156.02000427246094,148.67999267578125,398.8999938964844,195.75,156.2100067138672,148.86000061035156,399.3800048828125,193.8300018310547,153.92999267578125,147.19000244140625,393.92999267578125,195.02000427246094,154.85000610351562,147.72000122070312,395.75,42355600,37986000,14113600,20525900
2024-01-24,193.7647247314453,156.8699951171875,149.98167419433594,400.3718566894531,194.5,156.8699951171875,150.35000610351562,402.55999755859375,196.3800048828125,158.50999450683594,151.57000732421875,405.6300048828125,194.33999633789062,156.47999572753906,149.83999633789062,400.45001220703125,195.4199981689453,157.8000030517578,150.2899932861328,401.5400085449219,53631300,48547300,19245000,24867000
